                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.88145,                 3.4783,                  1.736,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.069554,              0.0014413,              0.0014413
                      2,                0.92861,                 3.2689,                 1.7751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.038768,              0.0027987,              0.0027987
                      3,                0.87092,                 3.0991,                 1.7238,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0078868,              0.0040603,              0.0040603
                      4,                0.83274,                 2.9448,                 1.6536,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040728,              0.0040728,              0.0040728
                      5,                0.80428,                 2.8285,                 1.6079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040728,              0.0040728,              0.0040728
                      6,                0.77922,                 2.6866,                 1.5719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039237,              0.0039237,              0.0039237
                      7,                0.77031,                 2.6279,                 1.5588,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037747,              0.0037747,              0.0037747
                      8,                0.74186,                 2.5182,                 1.5183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036256,              0.0036256,              0.0036256
                      9,                0.73149,                 2.4553,                 1.5067,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034765,              0.0034765,              0.0034765
                     10,                0.72568,                 2.3471,                 1.4867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033274,              0.0033274,              0.0033274
                     11,                0.72759,                 2.3527,                 1.4868,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031784,              0.0031784,              0.0031784
                     12,                0.71721,                 2.3215,                 1.4826,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030293,              0.0030293,              0.0030293
                     13,                0.68463,                 2.2127,                  1.447,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028802,              0.0028802,              0.0028802
                     14,                0.68662,                 2.2028,                 1.4305,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027312,              0.0027312,              0.0027312
                     15,                0.68791,                 2.1218,                 1.4372,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025821,              0.0025821,              0.0025821
                     16,                0.69065,                 2.0633,                 1.4351,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002433,               0.002433,               0.002433
                     17,                0.66624,                 2.0655,                 1.4147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002284,               0.002284,               0.002284
                     18,                0.66231,                 1.9769,                 1.4054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021349,              0.0021349,              0.0021349
                     19,                0.62472,                 1.8496,                 1.3631,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019858,              0.0019858,              0.0019858
                     20,                0.64323,                 1.8443,                  1.373,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018367,              0.0018367,              0.0018367
                     21,                0.61955,                 1.8181,                  1.374,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016877,              0.0016877,              0.0016877
                     22,                0.60874,                 1.7204,                 1.3587,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015386,              0.0015386,              0.0015386
                     23,                0.59133,                 1.6751,                 1.3383,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013895,              0.0013895,              0.0013895
                     24,                0.59361,                 1.6715,                 1.3385,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012405,              0.0012405,              0.0012405
                     25,                0.57644,                 1.5495,                 1.3021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010914,              0.0010914,              0.0010914
                     26,                0.57418,                 1.5394,                 1.2932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094233,             0.00094233,             0.00094233
                     27,                 0.5626,                 1.4682,                 1.2908,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079326,             0.00079326,             0.00079326
                     28,                 0.5434,                 1.3909,                 1.2515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064419,             0.00064419,             0.00064419
                     29,                0.53551,                   1.37,                  1.241,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049512,             0.00049512,             0.00049512
                     30,                0.51487,                 1.2718,                 1.2227,                0.51765,                0.61594,                0.62221,                0.44757,                0.67288,                 1.4325,                 1.4651,             0.00034605,             0.00034605,             0.00034605
