                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1729,                 4.5533,                  2.198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.073134,              0.0023394,              0.0023394
                      2,                 1.1296,                 4.0752,                  2.117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.045897,              0.0045422,              0.0045422
                      3,                 1.0841,                 3.9388,                 2.0655,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.018505,              0.0065891,              0.0065891
                      4,                 1.0541,                 3.8003,                  2.006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072157,              0.0072157,              0.0072157
                      5,                 1.0155,                 3.6606,                 1.9443,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072157,              0.0072157,              0.0072157
                      6,                 1.0056,                  3.602,                 1.9138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0069509,              0.0069509,              0.0069509
                      7,                0.96725,                 3.4341,                 1.8682,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066861,              0.0066861,              0.0066861
                      8,                0.96773,                 3.3275,                 1.8732,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064213,              0.0064213,              0.0064213
                      9,                0.93873,                 3.3123,                 1.8359,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061565,              0.0061565,              0.0061565
                     10,                0.92681,                 3.2491,                 1.8146,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058918,              0.0058918,              0.0058918
                     11,                0.93376,                 3.1782,                 1.7993,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005627,               0.005627,               0.005627
                     12,                0.91377,                 3.1666,                 1.7987,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053622,              0.0053622,              0.0053622
                     13,                0.89225,                 3.0836,                 1.7605,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0050974,              0.0050974,              0.0050974
                     14,                0.88673,                 2.9809,                 1.7491,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048326,              0.0048326,              0.0048326
                     15,                0.89399,                 3.0279,                 1.7613,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045678,              0.0045678,              0.0045678
                     16,                0.86869,                 2.9528,                 1.7057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043031,              0.0043031,              0.0043031
                     17,                0.85306,                 2.8652,                  1.692,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040383,              0.0040383,              0.0040383
                     18,                0.85497,                 2.7623,                 1.7202,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037735,              0.0037735,              0.0037735
                     19,                0.82212,                 2.7459,                 1.6543,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035087,              0.0035087,              0.0035087
                     20,                0.81779,                 2.6194,                 1.6527,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032439,              0.0032439,              0.0032439
                     21,                0.81349,                 2.6414,                 1.6694,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029792,              0.0029792,              0.0029792
                     22,                0.78845,                 2.5495,                 1.6407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027144,              0.0027144,              0.0027144
                     23,                 0.7772,                 2.4675,                 1.6206,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024496,              0.0024496,              0.0024496
                     24,                0.77413,                 2.4501,                 1.6302,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021848,              0.0021848,              0.0021848
                     25,                 0.7617,                 2.3416,                 1.5978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00192,                0.00192,                0.00192
                     26,                0.75867,                 2.3644,                 1.5863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016553,              0.0016553,              0.0016553
                     27,                0.74206,                 2.2386,                  1.576,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013905,              0.0013905,              0.0013905
                     28,                0.74061,                 2.2211,                 1.5678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011257,              0.0011257,              0.0011257
                     29,                0.72537,                 2.1552,                 1.5394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086091,             0.00086091,             0.00086091
                     30,                0.70954,                 2.0759,                  1.525,                0.37363,                0.56679,                0.44996,                0.31854,                0.79359,                  1.848,                 1.6461,             0.00059613,             0.00059613,             0.00059613
