                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7839,                 3.8235,                 1.8843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.071182,              0.0022761,              0.0022761
                      2,                  1.829,                 3.5969,                 1.9017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.041982,              0.0044195,              0.0044195
                      3,                  1.759,                 3.4635,                 1.8352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01263,              0.0064113,              0.0064113
                      4,                 1.6717,                 3.2701,                 1.7552,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065946,              0.0065946,              0.0065946
                      5,                 1.6378,                 3.1808,                 1.7293,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065946,              0.0065946,              0.0065946
                      6,                 1.5842,                 3.0487,                 1.6867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0063528,              0.0063528,              0.0063528
                      7,                 1.5401,                 2.9709,                 1.6582,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006111,               0.006111,               0.006111
                      8,                 1.5111,                 2.8769,                 1.6318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058692,              0.0058692,              0.0058692
                      9,                 1.4979,                 2.8289,                 1.6265,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0056274,              0.0056274,              0.0056274
                     10,                 1.4797,                 2.8119,                 1.5984,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053856,              0.0053856,              0.0053856
                     11,                 1.4544,                 2.7295,                 1.5878,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051438,              0.0051438,              0.0051438
                     12,                 1.4861,                 2.7212,                 1.6091,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004902,               0.004902,               0.004902
                     13,                  1.388,                 2.6041,                 1.5296,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046602,              0.0046602,              0.0046602
                     14,                 1.4091,                 2.5649,                 1.5463,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044184,              0.0044184,              0.0044184
                     15,                 1.4124,                  2.615,                 1.5561,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041766,              0.0041766,              0.0041766
                     16,                  1.374,                 2.4986,                 1.5198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039348,              0.0039348,              0.0039348
                     17,                  1.381,                 2.4387,                 1.5231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003693,               0.003693,               0.003693
                     18,                 1.3251,                 2.3056,                  1.492,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034512,              0.0034512,              0.0034512
                     19,                 1.2827,                 2.2713,                 1.4504,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032094,              0.0032094,              0.0032094
                     20,                 1.2922,                 2.2404,                 1.4664,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029676,              0.0029676,              0.0029676
                     21,                 1.2951,                 2.2642,                 1.4927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027258,              0.0027258,              0.0027258
                     22,                 1.2745,                 2.1547,                 1.4901,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002484,               0.002484,               0.002484
                     23,                 1.2544,                 2.1412,                 1.4671,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022422,              0.0022422,              0.0022422
                     24,                 1.2378,                  2.105,                 1.4595,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020004,              0.0020004,              0.0020004
                     25,                 1.2128,                 2.0144,                 1.4397,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017586,              0.0017586,              0.0017586
                     26,                 1.2105,                 1.9932,                 1.4215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015168,              0.0015168,              0.0015168
                     27,                  1.189,                  1.927,                 1.4239,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001275,               0.001275,               0.001275
                     28,                 1.1761,                 1.8845,                 1.3974,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010332,              0.0010332,              0.0010332
                     29,                 1.1542,                 1.8443,                 1.3838,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079142,             0.00079142,             0.00079142
                     30,                 1.1217,                   1.76,                 1.3685,                0.41939,                0.56242,                0.47791,                0.33101,                 1.3201,                  1.627,                 1.5257,             0.00054962,             0.00054962,             0.00054962
