                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6892,                 4.0029,                 1.8779,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.068481,              0.0025409,              0.0025409
                      2,                 1.6997,                 3.5775,                 1.8482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.036541,              0.0049336,              0.0049336
                      3,                  1.631,                 3.4634,                 1.8086,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0069674,              0.0069674,              0.0069674
                      4,                 1.5569,                 3.2717,                  1.743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0069674,              0.0069674,              0.0069674
                      5,                 1.4938,                 3.1771,                 1.6971,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067211,              0.0067211,              0.0067211
                      6,                  1.478,                  3.133,                 1.6862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064748,              0.0064748,              0.0064748
                      7,                 1.4379,                 2.9761,                 1.6601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0062285,              0.0062285,              0.0062285
                      8,                 1.4057,                  2.905,                 1.6367,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0059822,              0.0059822,              0.0059822
                      9,                 1.4006,                 2.8407,                  1.603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0057359,              0.0057359,              0.0057359
                     10,                 1.3578,                 2.8147,                  1.563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054896,              0.0054896,              0.0054896
                     11,                 1.3416,                 2.6827,                 1.5466,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0052433,              0.0052433,              0.0052433
                     12,                 1.3474,                 2.6768,                 1.5777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004997,               0.004997,               0.004997
                     13,                 1.3041,                 2.6531,                 1.5338,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047507,              0.0047507,              0.0047507
                     14,                  1.319,                  2.569,                 1.5282,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045043,              0.0045043,              0.0045043
                     15,                 1.2986,                 2.5542,                 1.5137,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004258,               0.004258,               0.004258
                     16,                 1.2651,                 2.4714,                  1.491,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040117,              0.0040117,              0.0040117
                     17,                 1.2649,                 2.4324,                 1.4868,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037654,              0.0037654,              0.0037654
