                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0013,                 2.9555,                 2.1093,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.072372,              0.0013747,              0.0013747
                      2,                 1.0578,                 2.8073,                  2.191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.044433,              0.0026693,              0.0026693
                      3,                0.99061,                 2.6429,                 2.0995,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.016401,              0.0038723,              0.0038723
                      4,                0.96354,                 2.5051,                  2.054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042705,              0.0042705,              0.0042705
                      5,                0.92797,                 2.4384,                 2.0198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042705,              0.0042705,              0.0042705
                      6,                0.89921,                  2.317,                  1.954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004114,               0.004114,               0.004114
                      7,                0.88511,                 2.2327,                 1.9379,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039575,              0.0039575,              0.0039575
                      8,                0.86703,                 2.1563,                 1.9237,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003801,               0.003801,               0.003801
                      9,                0.85279,                 2.0959,                 1.8737,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036445,              0.0036445,              0.0036445
                     10,                0.84405,                 2.0588,                 1.8601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034879,              0.0034879,              0.0034879
                     11,                0.84214,                 1.9934,                 1.8456,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033314,              0.0033314,              0.0033314
                     12,                0.83642,                  2.008,                 1.8535,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031749,              0.0031749,              0.0031749
                     13,                0.79354,                 1.9208,                 1.8042,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030184,              0.0030184,              0.0030184
                     14,                0.80378,                 1.8599,                  1.791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028619,              0.0028619,              0.0028619
                     15,                0.80533,                  1.868,                 1.8047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027054,              0.0027054,              0.0027054
                     16,                 0.7674,                 1.7485,                 1.7471,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025489,              0.0025489,              0.0025489
                     17,                0.76894,                 1.7885,                 1.7575,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023924,              0.0023924,              0.0023924
                     18,                0.75363,                 1.6876,                 1.7388,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022359,              0.0022359,              0.0022359
                     19,                0.72982,                 1.6473,                 1.6879,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020794,              0.0020794,              0.0020794
                     20,                0.72972,                 1.5772,                 1.6993,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019229,              0.0019229,              0.0019229
                     21,                0.72654,                 1.6391,                 1.7281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017664,              0.0017664,              0.0017664
                     22,                0.70766,                 1.5435,                 1.7122,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016099,              0.0016099,              0.0016099
                     23,                0.69996,                 1.4795,                 1.6832,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014534,              0.0014534,              0.0014534
                     24,                0.69506,                 1.4872,                 1.6936,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012968,              0.0012968,              0.0012968
                     25,                0.67737,                  1.396,                 1.6513,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011403,              0.0011403,              0.0011403
                     26,                 0.6695,                 1.4053,                 1.6366,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098383,             0.00098383,             0.00098383
                     27,                0.65933,                 1.3473,                 1.6412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082733,             0.00082733,             0.00082733
                     28,                0.64673,                 1.2985,                 1.6025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00067082,             0.00067082,             0.00067082
                     29,                0.63594,                 1.2458,                  1.587,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00051431,             0.00051431,             0.00051431
                     30,                0.61283,                 1.1878,                 1.5601,                0.56425,                0.55878,                0.61559,                0.43759,                0.76696,                 1.1835,                 1.8263,             0.00035781,             0.00035781,             0.00035781
