                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.85438,                 3.3398,                 1.9574,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.072886,              0.0012955,              0.0012955
                      2,                0.89238,                 3.1227,                 2.0134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.04547,              0.0025154,              0.0025154
                      3,                0.85611,                 2.9766,                 1.9629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.017967,              0.0036492,              0.0036492
                      4,                0.81834,                 2.8347,                  1.905,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041086,              0.0041086,              0.0041086
                      5,                0.78909,                 2.7184,                 1.8664,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041086,              0.0041086,              0.0041086
                      6,                0.75957,                  2.609,                  1.797,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039581,              0.0039581,              0.0039581
                      7,                0.73059,                 2.4557,                 1.7629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038076,              0.0038076,              0.0038076
                      8,                0.74178,                  2.426,                 1.8037,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036571,              0.0036571,              0.0036571
                      9,                0.72207,                 2.3504,                 1.7393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035066,              0.0035066,              0.0035066
                     10,                0.72013,                 2.3268,                 1.7399,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033561,              0.0033561,              0.0033561
                     11,                0.70647,                 2.2111,                 1.6893,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032057,              0.0032057,              0.0032057
                     12,                0.70768,                 2.2475,                 1.7276,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030552,              0.0030552,              0.0030552
                     13,                0.67865,                 2.1708,                 1.6683,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029047,              0.0029047,              0.0029047
                     14,                0.67909,                 2.1002,                 1.6703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027542,              0.0027542,              0.0027542
                     15,                0.67526,                 2.0832,                 1.6616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026037,              0.0026037,              0.0026037
                     16,                0.65081,                 1.9821,                  1.622,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024533,              0.0024533,              0.0024533
                     17,                0.65656,                 2.0375,                 1.6272,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023028,              0.0023028,              0.0023028
                     18,                0.65254,                  1.911,                  1.632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021523,              0.0021523,              0.0021523
                     19,                0.63271,                 1.8585,                 1.5871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020018,              0.0020018,              0.0020018
                     20,                0.61827,                 1.7855,                 1.5825,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018513,              0.0018513,              0.0018513
                     21,                0.62087,                 1.8163,                 1.6094,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017009,              0.0017009,              0.0017009
                     22,                0.60785,                 1.7348,                 1.5992,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015504,              0.0015504,              0.0015504
                     23,                0.59485,                 1.6637,                 1.5593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013999,              0.0013999,              0.0013999
                     24,                0.59242,                 1.6731,                 1.5771,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012494,              0.0012494,              0.0012494
                     25,                0.58142,                 1.5518,                 1.5434,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010989,              0.0010989,              0.0010989
                     26,                0.57697,                 1.5582,                 1.5259,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094844,             0.00094844,             0.00094844
                     27,                0.56097,                 1.4738,                 1.5219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079796,             0.00079796,             0.00079796
                     28,                 0.5565,                 1.4298,                 1.4954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00064748,             0.00064748,             0.00064748
                     29,                0.54893,                 1.3874,                 1.4814,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000497,               0.000497,               0.000497
                     30,                 0.5268,                 1.3108,                 1.4605,                0.49011,                0.62376,                0.58837,                0.42002,                 0.6601,                 1.3466,                 1.7127,             0.00034652,             0.00034652,             0.00034652
