                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.83894,                 3.1109,                 2.4648,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.073118,              0.0014626,              0.0014626
                      2,                0.88465,                 2.9328,                 2.5442,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.045924,              0.0028402,              0.0028402
                      3,                0.83881,                 2.7919,                 2.4681,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.018633,              0.0041208,              0.0041208
                      4,                0.80133,                  2.662,                  2.384,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046505,              0.0046505,              0.0046505
                      5,                0.78434,                 2.5389,                 2.3276,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046505,              0.0046505,              0.0046505
                      6,                0.75938,                 2.4635,                 2.2799,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044806,              0.0044806,              0.0044806
                      7,                0.74176,                 2.4084,                  2.283,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043108,              0.0043108,              0.0043108
                      8,                0.73848,                 2.3202,                 2.2224,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041409,              0.0041409,              0.0041409
                      9,                0.71355,                 2.2271,                 2.1979,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039711,              0.0039711,              0.0039711
                     10,                0.71912,                 2.2089,                 2.1961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038013,              0.0038013,              0.0038013
                     11,                0.69758,                 2.1434,                  2.138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036314,              0.0036314,              0.0036314
                     12,                0.70698,                 2.1625,                 2.1642,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034616,              0.0034616,              0.0034616
                     13,                0.68187,                 2.0692,                 2.0874,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032917,              0.0032917,              0.0032917
                     14,                0.68117,                 2.0434,                 2.1039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031219,              0.0031219,              0.0031219
                     15,                0.68356,                 2.0149,                 2.1159,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002952,               0.002952,               0.002952
                     16,                0.66727,                 1.9505,                 2.0762,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027822,              0.0027822,              0.0027822
                     17,                0.65038,                 1.8652,                 2.0381,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026124,              0.0026124,              0.0026124
                     18,                0.63731,                 1.8117,                 2.0332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024425,              0.0024425,              0.0024425
                     19,                0.62198,                 1.7602,                 1.9884,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022727,              0.0022727,              0.0022727
                     20,                0.63229,                  1.752,                   2.02,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021028,              0.0021028,              0.0021028
                     21,                0.61727,                  1.766,                 2.0291,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001933,               0.001933,               0.001933
                     22,                0.60724,                 1.7245,                 2.0299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017631,              0.0017631,              0.0017631
                     23,                0.59617,                 1.6293,                 1.9861,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015933,              0.0015933,              0.0015933
                     24,                0.59022,                 1.6458,                 1.9951,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014235,              0.0014235,              0.0014235
                     25,                0.57792,                 1.5208,                 1.9465,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012536,              0.0012536,              0.0012536
                     26,                0.57865,                 1.5496,                 1.9529,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010838,              0.0010838,              0.0010838
                     27,                0.56286,                 1.4736,                 1.9415,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091392,             0.00091392,             0.00091392
                     28,                0.55166,                 1.4152,                 1.8942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074408,             0.00074408,             0.00074408
                     29,                0.54789,                 1.4119,                   1.88,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057424,             0.00057424,             0.00057424
                     30,                0.52233,                 1.3253,                 1.8398,                0.50672,                 0.5761,                0.57475,                0.41811,                0.63745,                 1.2742,                 2.1149,             0.00040439,             0.00040439,             0.00040439
