                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4862,                 3.7681,                 1.8899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.074705,              0.0025445,              0.0025445
                      2,                 1.4772,                 3.3979,                 1.8482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.049039,              0.0049405,              0.0049405
                      3,                  1.416,                   3.25,                 1.7909,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.023203,              0.0071669,              0.0071669
                      4,                 1.3846,                 3.1123,                 1.7436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0082335,              0.0082335,              0.0082335
                      5,                 1.3248,                 3.0093,                 1.7087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0082335,              0.0082335,              0.0082335
                      6,                  1.321,                 2.9287,                 1.6862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0079313,              0.0079313,              0.0079313
                      7,                 1.2875,                 2.8674,                 1.6718,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0076291,              0.0076291,              0.0076291
                      8,                 1.2565,                 2.8306,                 1.6241,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007327,               0.007327,               0.007327
                      9,                 1.2512,                 2.7341,                 1.6221,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0070248,              0.0070248,              0.0070248
                     10,                  1.231,                 2.7284,                 1.5881,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067226,              0.0067226,              0.0067226
                     11,                 1.2403,                 2.6198,                 1.5795,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064204,              0.0064204,              0.0064204
                     12,                 1.2143,                 2.6263,                 1.5912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061183,              0.0061183,              0.0061183
                     13,                  1.191,                 2.5269,                 1.5576,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058161,              0.0058161,              0.0058161
                     14,                 1.1872,                 2.5041,                 1.5397,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0055139,              0.0055139,              0.0055139
                     15,                 1.1714,                 2.4626,                 1.5428,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0052117,              0.0052117,              0.0052117
                     16,                 1.1616,                 2.4119,                 1.5297,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049096,              0.0049096,              0.0049096
                     17,                 1.1514,                 2.3531,                 1.5233,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046074,              0.0046074,              0.0046074
                     18,                 1.1169,                 2.3016,                 1.5064,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043052,              0.0043052,              0.0043052
                     19,                 1.0761,                 2.1939,                 1.4555,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004003,               0.004003,               0.004003
                     20,                  1.075,                 2.1456,                 1.4657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037009,              0.0037009,              0.0037009
                     21,                 1.0939,                  2.202,                 1.4978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033987,              0.0033987,              0.0033987
                     22,                 1.0593,                 2.0635,                 1.4653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030965,              0.0030965,              0.0030965
                     23,                 1.0395,                 2.0278,                 1.4424,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027943,              0.0027943,              0.0027943
                     24,                 1.0268,                  2.003,                 1.4437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024922,              0.0024922,              0.0024922
                     25,                 1.0054,                  1.913,                 1.4134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00219,                0.00219,                0.00219
                     26,                 1.0051,                 1.8797,                 1.4063,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018878,              0.0018878,              0.0018878
                     27,                0.98451,                 1.8398,                 1.4025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015856,              0.0015856,              0.0015856
                     28,                0.98253,                 1.7888,                 1.3871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012835,              0.0012835,              0.0012835
                     29,                0.95559,                  1.732,                 1.3716,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098129,             0.00098129,             0.00098129
                     30,                0.92724,                 1.6468,                  1.344,                0.42614,                0.59495,                0.50877,                0.35793,                 1.1141,                 1.6097,                 1.5163,             0.00067911,             0.00067911,             0.00067911
